id,seller_pk,seller_status,seller_status_code,seller_rating,seller_date_registered,seller_date_contract_start,seller_distinguished
74,v_74,closed,closed.voluntary,NULL,1253021039,1253030400,NULL
75,j_75,closed,closed.voluntary,NULL,1254322039,1254326400,NULL
76,v_76,closed,closed.involuntary,NULL,1255016481,1255017600,NULL
78,j_78,closed,closed.voluntary,NULL,1256049939,1256054400,NULL
79,j_79,closed,closed.voluntary,NULL,1256763135,1256745600,NULL
80,j_80,closed,closed.voluntary,NULL,1257363216,1257354000,NULL
81,v_81,active,active.active,B,1257433237,1257440400,DISTINGUISHED
82,j_82,active,active.active,A,1257967075,1257958800,NULL
83,j_83,active,active.active,A,1258411196,1258390800,DISTINGUISHED
84,v_84,closed,closed.voluntary,NULL,1259614338,1259600400,NULL
85,v_85,closed,closed.voluntary,NULL,1262893763,1262883600,NULL
86,j_86,active,active.active,A,1263920371,1263920400,NULL
87,v_87,closed,closed.voluntary,NULL,1264627871,1264611600,NULL
88,j_88,closed,closed.voluntary,NULL,1264701543,1264698000,NULL
89,j_89,active,active.active,A,1264715552,1264698000,DISTINGUISHED
91,j_91,closed,closed.voluntary,A,1265744808,1265734800,NULL
92,j_92,closed,closed.voluntary,NULL,1266334541,1266339600,NULL
93,j_93,closed,closed.voluntary,A,1266344892,1266339600,NULL
94,j_94,active,active.active,A,1266530936,1266512400,DISTINGUISHED
95,j_95,closed,closed.voluntary,B,1266604016,1266598800,NULL
96,j_96,closed,closed.voluntary,NULL,1267626956,1267635600,NULL
97,v_97,closed,closed.voluntary,NULL,1267648112,1267635600,NULL
98,v_98,closed,closed.voluntary,NULL,1267722829,1267722000,NULL
99,j_99,active,active.active,A,1268419454,1268413200,DISTINGUISHED
100,v_100,closed,closed.voluntary,NULL,1269287627,1269273600,NULL
101,j_101,closed,closed.ar,C,1269377290,1269360000,NULL
102,j_102,closed,closed.voluntary,NULL,1269442928,1269446400,NULL
103,j_103,closed,closed.voluntary,B,1269454916,1269446400,NULL
104,j_104,closed,closed.voluntary,A,1269957606,1269964800,NULL
105,j_105,closed,closed.voluntary,E,1270491034,1270483200,NULL
106,j_106,closed,closed.voluntary,NULL,1270491606,1270483200,NULL
107,j_107,closed,closed.voluntary,B,1270651984,1270656000,NULL
108,j_108,closed,closed.voluntary,E,1270652246,1270656000,NULL
109,j_109,closed,closed.voluntary,A,1270658255,1270656000,NULL
110,j_110,closed,closed.voluntary,A,1271431075,1271433600,NULL
111,j_111,closed,closed.involuntary,C,1271446797,1271433600,NULL
112,v_112,closed,closed.ar,NULL,1271692543,1271692800,NULL
114,j_114,active,active.active,A,1272653776,1272643200,DISTINGUISHED
115,j_115,closed,closed.ar,A,1272653901,1272643200,DISTINGUISHED
116,j_116,closed,closed.voluntary,B,1272657622,1272643200,NULL
117,j_117,closed,closed.voluntary,NULL,1272657768,1272643200,NULL
118,j_118,closed,closed.voluntary,NULL,1272901436,1272902400,NULL
119,j_119,closed,closed.voluntary,A,1273177021,1273161600,DISTINGUISHED
120,j_120,active,active.active,A,1273768062,1273766400,DISTINGUISHED
121,j_121,closed,closed.voluntary,A,1273777368,1273766400,NULL
122,j_122,active,active.active,A,1274198944,1274198400,DISTINGUISHED
123,j_123,active,active.active,A,1274371314,1274371200,DISTINGUISHED
124,j_124,active,active.active,A,1274472148,1274457600,DISTINGUISHED
125,j_125,closed,closed.voluntary,NULL,1274901987,1274889600,NULL
126,v_126,closed,closed.voluntary,NULL,1274905741,1274889600,NULL
127,j_127,closed,closed.voluntary,B,1275488000,1273075200,NULL
128,v_128,closed,closed.voluntary,A,1275661031,1275667200,DISTINGUISHED
129,v_129,closed,closed.voluntary,NULL,1275919566,1275926400,NULL
130,j_130,closed,closed.voluntary,NULL,1275944375,1275926400,NULL
131,j_131,closed,closed.voluntary,A,1276112710,1276099200,DISTINGUISHED
132,j_132,closed,closed.voluntary,NULL,1277155273,1277136000,NULL
133,j_133,active,active.active,A,1277217829,1277222400,DISTINGUISHED
134,j_134,closed,closed.voluntary,A,1277836931,1277827200,NULL
135,j_135,active,active.active,A,1277931169,1277913600,DISTINGUISHED
136,j_136,closed,closed.voluntary,A,1277931579,1277913600,NULL
137,v_137,closed,closed.voluntary,NULL,1278689391,1278691200,NULL
138,j_138,closed,closed.voluntary,A,1279058516,1279036800,NULL
139,v_139,closed,closed.voluntary,B,1279128339,1279123200,NULL
140,v_140,closed,closed.voluntary,NULL,1279806695,1279814400,NULL
141,j_141,closed,closed.voluntary,NULL,1279807242,1279814400,NULL
142,j_142,closed,closed.voluntary,NULL,1279908852,1279900800,NULL
143,v_143,closed,closed.voluntary,NULL,1279909127,1279900800,NULL
145,j_145,closed,closed.voluntary,A,1280175777,1280160000,DISTINGUISHED
146,j_146,closed,closed.voluntary,NULL,1280175943,1280160000,NULL
147,j_147,closed,closed.voluntary,A,1280176263,1280160000,NULL
148,j_148,nopay,nopay.complimentary,A,1280353227,1280332800,DISTINGUISHED
149,j_149,closed,closed.voluntary,NULL,1281103661,1281110400,NULL
150,j_150,active,active.active,C,1281375996,1281369600,NULL
151,j_151,closed,closed.voluntary,NULL,1281709715,1281715200,NULL
152,j_152,closed,closed.voluntary,A,1282254852,1282233600,NULL
153,j_153,closed,closed.voluntary,NULL,1282327047,1282320000,NULL
154,j_154,closed,closed.voluntary,NULL,1282834540,1282838400,NULL
155,j_155,closed,closed.voluntary,NULL,1282925545,1282924800,NULL
156,v_156,closed,closed.voluntary,NULL,1283436560,1283443200,NULL
157,j_157,active,active.active,B,1284392945,1284393600,NULL
158,j_158,active,active.active,B,1284477446,1284480000,NULL
159,j_159,closed,closed.voluntary,B,1285087527,1285084800,NULL
160,j_160,closed,closed.voluntary,NULL,1285088537,1285084800,NULL
161,v_161,active,active.active,B,1285092001,1285084800,NULL
162,j_162,active,active.active,A,1285595931,1285603200,DISTINGUISHED
163,v_163,closed,closed.voluntary,NULL,1285885882,1285862400,NULL
164,v_164,closed,closed.involuntary,NULL,1286394876,1286380800,NULL
165,j_165,closed,closed.voluntary,E,1286896782,1286899200,NULL
166,j_166,active,active.active,C,1286897040,1286899200,NULL
167,j_167,active,active.active,A,1287690130,1287676800,NULL
168,j_168,closed,closed.voluntary,NULL,1287771133,1287763200,NULL
169,v_169,closed,closed.voluntary,B_PLUS,1287773625,1287763200,NULL
170,j_170,closed,closed.voluntary,A,1288115145,1288108800,DISTINGUISHED
171,j_171,closed,closed.voluntary,A,1288117073,1288108800,NULL
172,v_172,closed,closed.voluntary,NULL,1288991218,1288972800,NULL
173,j_173,active,active.active,A,1289410346,1289408400,DISTINGUISHED
174,v_174,closed,closed.voluntary,NULL,1290204290,1290186000,NULL
176,v_176,active,active.active,B,1290620355,1290618000,NULL
177,j_177,closed,closed.voluntary,NULL,1290622927,1290618000,NULL
178,v_178,closed,closed.voluntary,NULL,1291138122,1291136400,NULL
179,v_179,closed,closed.voluntary,NULL,1291754375,1291741200,NULL
180,j_180,active,active.active,B,1292260251,1292259600,NULL
181,j_181,closed,closed.involuntary,A,1292341997,1292346000,NULL
182,j_182,closed,closed.voluntary,NULL,1292352060,1292346000,NULL
183,j_183,closed,closed.voluntary,NULL,1292611301,1292605200,NULL
184,j_184,closed,closed.voluntary,NULL,1293654257,1293642000,NULL
185,j_185,active,active.active,C,1294155603,1294160400,NULL
186,j_186,active,active.active,A,1295543854,1295542800,DISTINGUISHED
187,j_187,closed,closed.voluntary,NULL,1296165819,1296147600,NULL
188,j_188,closed,closed.voluntary,NULL,1296166053,1296147600,NULL
189,v_189,closed,closed.voluntary,NULL,1296166192,1296147600,NULL
190,j_190,active,active.active,A,1296491708,1296493200,NULL
191,j_191,closed,closed.involuntary,B,1296492004,1296493200,NULL
192,j_192,active,active.active,A,1297277902,1297270800,DISTINGUISHED
193,j_193,active,active.active,A,1298067107,1298048400,DISTINGUISHED
194,v_194,closed,closed.ar,NULL,1298418916,1298394000,NULL
195,j_195,closed,closed.voluntary,NULL,1299265075,1299258000,NULL
196,v_196,active,active.active,A,1299538881,1299517200,DISTINGUISHED
197,j_197,active,active.active,A,1299877772,1299862800,DISTINGUISHED
198,j_198,active,active.active,A,1300111193,1300118400,NULL
199,v_199,closed,closed.voluntary,NULL,1300112127,1300118400,NULL
200,v_200,closed,closed.involuntary,NULL,1300914001,1300896000,NULL
201,v_201,closed,closed.involuntary,NULL,1301427912,1301414400,NULL
202,j_202,active,active.active,A,1301597618,1301587200,NULL
203,v_203,closed,closed.voluntary,D,1302291352,1302278400,NULL
204,v_204,active,active.active,A,1302292435,1302278400,DISTINGUISHED
205,v_205,closed,closed.voluntary,NULL,1302292599,1302278400,NULL
206,j_206,closed,closed.voluntary,NULL,1302294814,1302278400,NULL
207,j_207,closed,closed.voluntary,NULL,1302624548,1302624000,NULL
208,j_208,closed,closed.voluntary,B,1302802063,1302796800,NULL
209,v_209,active,active.active,C,1303328108,1303315200,NULL
210,j_210,active,active.active,A,1303420594,1303401600,DISTINGUISHED
211,j_211,closed,closed.voluntary,NULL,1304101193,1304092800,NULL
212,v_212,closed,closed.ar,NULL,1304175299,1304179200,NULL
213,v_213,closed,closed.voluntary,NULL,1304352334,1304352000,NULL
214,j_214,active,active.active,A,1304631286,1304611200,DISTINGUISHED
215,v_215,closed,closed.voluntary,NULL,1304703114,1304697600,NULL
216,v_216,closed,closed.voluntary,NULL,1305312436,1305302400,NULL
217,j_217,closed,closed.voluntary,E,1305668262,1305648000,NULL
218,j_218,closed,closed.voluntary,NULL,1306253137,1306252800,NULL
219,j_219,closed,closed.voluntary,A,1306271919,1306252800,NULL
220,j_220,closed,closed.voluntary,NULL,1306272103,1306252800,NULL
221,j_221,closed,closed.voluntary,NULL,1306882012,1306857600,NULL
222,j_222,closed,closed.voluntary,B,1308092601,1307980800,NULL
223,j_223,closed,closed.voluntary,NULL,1308603054,1308585600,NULL
224,j_224,closed,closed.voluntary,A,1308868145,1308844800,DISTINGUISHED
225,j_225,closed,closed.voluntary,NULL,1309269952,1309276800,NULL
226,j_226,closed,closed.voluntary,E,1310573415,1310572800,NULL
227,j_227,closed,closed.voluntary,B,1310595453,1310572800,NULL
228,j_228,closed,closed.voluntary,NULL,1311362990,1311350400,NULL
229,j_229,closed,closed.voluntary,A,1311606607,1311609600,NULL
230,j_230,active,active.active,A,1311695935,1311696000,DISTINGUISHED
231,v_231,closed,closed.voluntary,NULL,1311778139,1311782400,NULL
232,j_232,active,active.active,A,1311800485,1311782400,DISTINGUISHED
233,j_233,closed,closed.voluntary,NULL,1311802600,1311782400,NULL
234,v_234,closed,closed.voluntary,NULL,1311968955,1311955200,NULL
235,j_235,closed,closed.voluntary,NULL,1313097749,1313078400,NULL
236,j_236,closed,closed.ar,NULL,1313619302,1313596800,NULL
237,v_237,closed,closed.ar,NULL,1313680074,1313683200,NULL
238,v_238,pending,pending.accounts_receivable,A,1313680783,1313683200,NULL
239,v_239,closed,closed.voluntary,NULL,1314290572,1314288000,NULL
240,j_240,closed,closed.voluntary,A,1315325560,1315324800,NULL
241,j_241,closed,closed.voluntary,NULL,1315325798,1315324800,NULL
242,j_242,nopay,nopay.complimentary,A,1315415225,1315411200,DISTINGUISHED
243,j_243,closed,closed.voluntary,C,1315415463,1315411200,NULL
244,v_244,closed,closed.voluntary,NULL,1315421162,1315411200,NULL
245,v_245,closed,closed.involuntary,D,1315850991,1315843200,NULL
246,j_246,closed,closed.voluntary,NULL,1315941812,1315929600,NULL
247,v_247,active,active.active,C,1316465095,1316448000,NULL
248,j_248,closed,closed.voluntary,NULL,1316531311,1316534400,NULL
249,v_249,closed,closed.voluntary,NULL,1316723355,1316707200,NULL
250,j_250,closed,closed.involuntary,C,1317064263,1317052800,NULL
251,j_251,active,active.active,A,1317064589,1317052800,NULL
252,j_252,closed,closed.voluntary,NULL,1317065046,1317052800,NULL
253,v_253,active,active.active,A,1317391785,1317398400,NULL
254,v_254,active,active.active,A,1318008105,1318003200,DISTINGUISHED
255,j_255,closed,closed.voluntary,NULL,1318947398,1318953600,NULL
256,j_256,closed,closed.voluntary,NULL,1319226450,1319212800,NULL
257,j_257,closed,closed.voluntary,A,1319555294,1319558400,NULL
258,j_258,closed,closed.voluntary,C,1319559910,1319558400,NULL
259,v_259,active,active.active,C,1321894182,1321894800,NULL
260,j_260,active,active.active,C,1323446686,1323450000,NULL
261,v_261,active,active.active,A,1323725114,1323709200,DISTINGUISHED
262,j_262,closed,closed.voluntary,NULL,1323726552,1323709200,NULL
263,j_263,closed,closed.voluntary,NULL,1323729067,1323709200,NULL
264,v_264,active,active.active,A,1323792500,1323795600,NULL
265,v_265,closed,closed.voluntary,NULL,1323792714,1323795600,NULL
266,j_266,closed,closed.ar,B,1323901618,1323882000,NULL
267,j_267,active,active.active,B,1323988944,1323968400,NULL
268,v_268,closed,closed.voluntary,NULL,1324568194,1324573200,NULL
269,j_269,closed,closed.voluntary,NULL,1324665557,1324659600,NULL
271,v_271,active,active.active,C,1325785317,1325782800,NULL
272,j_272,suspended,suspended.frozen,A,1326399277,1326387600,NULL
273,j_273,closed,closed.voluntary,A,1326917276,1326906000,NULL
274,v_274,closed,closed.voluntary,NULL,1326987501,1326992400,NULL
275,j_275,closed,closed.voluntary,A,1327348903,1327338000,NULL
276,j_276,closed,closed.voluntary,C,1327352996,1327338000,NULL
277,j_277,closed,closed.voluntary,A,1327353407,1327338000,NULL
278,v_278,closed,closed.voluntary,NULL,1327354704,1327338000,NULL
279,j_279,closed,closed.voluntary,NULL,1327440420,1327424400,NULL
280,j_280,active,active.active,A,1327524851,1327510800,NULL
281,v_281,active,active.active,C,1327525478,1327510800,NULL
284,v_284,active,active.active,B,1327958872,1327942800,NULL
285,v_285,closed,closed.voluntary,NULL,1327959317,1327942800,NULL
286,j_286,internal,internal.qa,NULL,1328043782,1328029200,NULL
288,j_288,active,active.active,A,1328130217,1328115600,DISTINGUISHED
289,j_289,closed,closed.voluntary,NULL,1328218250,1328202000,NULL
290,j_290,closed,closed.voluntary,NULL,1328568255,1328547600,NULL
291,j_291,closed,closed.voluntary,NULL,1328568568,1328547600,NULL
292,v_292,closed,closed.involuntary,NULL,1328638961,1328634000,NULL
293,j_293,active,active.active,A,1328737392,1328720400,DISTINGUISHED
294,v_294,closed,closed.voluntary,NULL,1328804150,1328806800,NULL
295,j_295,closed,closed.voluntary,NULL,1328827528,1328806800,NULL
296,j_296,closed,closed.voluntary,NULL,1328895078,1328893200,NULL
297,v_297,closed,closed.voluntary,NULL,1329155016,1329152400,NULL
298,j_298,closed,closed.voluntary,NULL,1329260760,1329238800,NULL
299,j_299,closed,closed.involuntary,B,1329332779,1329325200,NULL
300,j_300,active,active.active,A,1329348215,1329325200,NULL
301,j_301,closed,closed.voluntary,B,1329842698,1329843600,NULL
302,j_302,closed,closed.voluntary,NULL,1330032065,1330016400,NULL
303,j_303,active,active.active,A,1330442503,1330448400,DISTINGUISHED
304,v_304,active,active.active,NULL,1330542955,1330534800,NULL
305,j_305,closed,closed.voluntary,B,1330547393,1330534800,NULL
306,v_306,closed,closed.voluntary,NULL,1330547673,1330534800,NULL
307,j_307,closed,closed.voluntary,A,1331144261,1331139600,NULL
308,v_308,closed,closed.involuntary,NULL,1331587187,1331568000,NULL
309,v_309,active,active.active,A,1332174222,1332172800,DISTINGUISHED
310,j_310,closed,closed.voluntary,B,1332366391,1332345600,NULL
311,j_311,closed,closed.voluntary,A,1332777409,1332777600,NULL
314,j_314,closed,closed.voluntary,A,1332800430,1332777600,NULL
315,j_315,active,active.active,A,1332971092,1332950400,DISTINGUISHED
316,v_316,closed,closed.voluntary,NULL,1333550638,1333555200,NULL
317,v_317,closed,closed.voluntary,NULL,1333643927,1333641600,NULL
318,v_318,closed,closed.involuntary,NULL,1333735377,1333728000,NULL
319,v_319,closed,closed.involuntary,NULL,1334259300,1334246400,NULL
320,j_320,active,active.active,A,1334934672,1334937600,DISTINGUISHED
321,j_321,closed,closed.involuntary,A,1335207934,1335196800,NULL
322,v_322,closed,closed.involuntary,NULL,1335300400,1335283200,NULL
323,j_323,active,active.active,A,1335464642,1335456000,NULL
324,j_324,closed,closed.voluntary,E,1335799135,1335801600,NULL
325,j_325,closed,closed.voluntary,A,1335799358,1335801600,NULL
326,j_326,active,active.active,A,1335812432,1335801600,NULL
327,v_327,closed,closed.voluntary,NULL,1336162924,1336147200,NULL
328,j_328,active,active.active,A,1337033668,1337011200,DISTINGUISHED
329,j_329,closed,closed.voluntary,A,1337623144,1337616000,NULL
330,v_330,closed,closed.voluntary,NULL,1338386071,1338393600,NULL
331,j_331,closed,closed.voluntary,NULL,1338404503,1338393600,NULL
332,v_332,closed,closed.voluntary,NULL,1338415027,1338393600,NULL
333,j_333,closed,closed.voluntary,B,1338490205,1338480000,NULL
334,v_334,closed,closed.involuntary,C,1339014745,1338998400,NULL
335,v_335,closed,closed.voluntary,NULL,1339452095,1339430400,NULL
336,v_336,active,active.active,A,1339452247,1339430400,DISTINGUISHED
337,v_337,closed,closed.voluntary,NULL,1339526518,1339516800,NULL
338,v_338,closed,closed.voluntary,NULL,1339780885,1339776000,NULL
339,v_339,closed,closed.voluntary,NULL,1340124823,1340121600,NULL
340,j_340,active,active.active,B,1340143513,1340121600,NULL
341,v_341,closed,closed.voluntary,NULL,1340199183,1340208000,NULL
342,v_342,closed,closed.involuntary,B,1340657650,1340640000,NULL
343,j_343,closed,closed.voluntary,NULL,1340722308,1340726400,NULL
344,j_344,active,active.active,A,1341346867,1341072000,NULL
345,v_345,closed,closed.voluntary,NULL,1341858366,1341849600,NULL
346,v_346,closed,closed.involuntary,B,1341947724,1341936000,NULL
347,j_347,closed,closed.voluntary,B,1342560862,1342540800,NULL
348,v_348,closed,closed.voluntary,NULL,1342561159,1342540800,NULL
349,j_349,closed,closed.voluntary,NULL,1343051881,1343059200,NULL
350,j_350,closed,closed.voluntary,B,1343250425,1343232000,NULL
351,j_351,closed,closed.voluntary,C,1343656527,1343664000,NULL
352,j_352,closed,closed.voluntary,NULL,1343687682,1343664000,NULL
353,j_353,closed,closed.voluntary,NULL,1343773052,1343750400,NULL
354,v_354,active,active.active,A,1343773498,1343750400,NULL
355,j_355,closed,closed.ar,NULL,1344000951,1344009600,NULL
356,v_356,internal,internal.qa,NULL,1344266517,1344268800,NULL
357,v_357,active,active.active,A,1344459224,1344441600,DISTINGUISHED
358,j_358,closed,closed.involuntary,A,1344969361,1344960000,DISTINGUISHED
359,v_359,closed,closed.voluntary,NULL,1345049829,1345046400,NULL
360,v_360,closed,closed.voluntary,NULL,1345127456,1345132800,NULL
361,v_361,closed,closed.ar,NULL,1345570159,1345564800,NULL
362,j_362,closed,closed.voluntary,NULL,1345586408,1345564800,NULL
363,j_363,closed,closed.voluntary,A,1345662777,1345651200,NULL
364,j_364,active,active.active,A,1345818866,1345824000,DISTINGUISHED
365,j_365,closed,closed.voluntary,A,1346105685,1346083200,NULL
366,j_366,closed,closed.involuntary,NULL,1346264443,1346256000,NULL
367,v_367,closed,closed.voluntary,NULL,1346423523,1346428800,NULL
368,v_368,closed,closed.ar,A,1346424297,1346428800,NULL
369,j_369,closed,closed.ar,C,1346436171,1346428800,NULL
370,v_370,closed,closed.ar,NULL,1346965441,1346947200,NULL
371,v_371,closed,closed.voluntary,NULL,1347052542,1347033600,NULL
372,v_372,closed,closed.involuntary,NULL,1347052682,1347033600,NULL
373,v_373,closed,closed.voluntary,NULL,1347052795,1347033600,NULL
374,v_374,closed,closed.voluntary,NULL,1347052905,1347033600,NULL
375,v_375,closed,closed.voluntary,NULL,1347371279,1347379200,NULL
376,j_376,closed,closed.involuntary,A,1347649396,1347638400,NULL
377,v_377,active,active.active,B,1347909503,1347897600,NULL
378,v_378,active,active.active,C,1347982520,1347984000,NULL
379,j_379,closed,closed.voluntary,NULL,1348505034,1348502400,NULL
380,j_380,active,active.active,A,1348593321,1348588800,DISTINGUISHED
381,v_381,closed,closed.voluntary,NULL,1348775107,1348761600,NULL
382,j_382,closed,closed.voluntary,B,1349463145,1349452800,NULL
383,j_383,active,active.active,A,1349972431,1349971200,NULL
384,j_384,closed,closed.involuntary,A,1350325144,1350316800,DISTINGUISHED
385,v_385,closed,closed.ar,NULL,1350487912,1350489600,NULL
386,v_386,active,active.active,B,1350574280,1350576000,NULL
387,j_387,active,active.active,A,1352144594,1352134800,NULL
388,j_388,closed,closed.voluntary,C,1352413268,1352394000,NULL
389,j_389,closed,closed.voluntary,A,1352742432,1352739600,NULL
390,j_390,closed,closed.voluntary,A,1353429681,1353430800,NULL
391,j_391,active,active.active,A,1353433292,1353398400,DISTINGUISHED
392,j_392,closed,closed.voluntary,NULL,1353449712,1353430800,NULL
393,j_393,active,active.active,A,1353450265,1353430800,DISTINGUISHED
394,j_394,pending,pending.accounts_receivable,A,1353969349,1353949200,NULL
395,j_395,closed,closed.voluntary,B,1353969957,1353949200,NULL
396,v_396,closed,closed.voluntary,NULL,1354055182,1354035600,NULL
397,j_397,closed,closed.voluntary,NULL,1354295456,1354294800,NULL
398,v_398,closed,closed.voluntary,NULL,1354570769,1354554000,NULL
399,v_399,closed,closed.involuntary,D,1354645488,1354640400,NULL
400,v_400,active,active.active,A,1354735896,1354726800,DISTINGUISHED
401,v_401,closed,closed.voluntary,NULL,1355176447,1355158800,NULL
402,v_402,closed,closed.involuntary,NULL,1355176534,1355158800,NULL
403,v_403,closed,closed.involuntary,NULL,1355176884,1355158800,NULL
404,j_404,active,active.active,A,1355427957,1355418000,DISTINGUISHED
405,j_405,closed,closed.voluntary,B,1356120090,1356109200,NULL
406,j_406,closed,closed.voluntary,B,1356727867,1356714000,NULL
407,v_407,closed,closed.ar,NULL,1356728170,1356714000,NULL
408,j_408,internal,internal.qa,NULL,1357580009,1325955600,NULL
409,v_409,internal,internal.qa,NULL,1357580181,1325955600,NULL
410,j_410,active,active.active,A,1357772071,1357750800,DISTINGUISHED
411,v_411,closed,closed.involuntary,NULL,1358191708,1358182800,NULL
412,j_412,active,active.active,A,1358278304,1358269200,DISTINGUISHED
413,j_413,active,active.active,C,1358786936,1358787600,NULL
414,v_414,closed,closed.involuntary,NULL,1359387510,1359392400,NULL
415,j_415,active,active.active,A,1360348798,1360342800,DISTINGUISHED
416,j_416,active,active.active,A,1360859383,1360861200,NULL
417,v_417,active,active.active,A,1360962800,1360947600,NULL
418,j_418,closed,closed.voluntary,NULL,1361809902,1361811600,NULL
419,j_419,active,active.active,A,1361989841,1361984400,NULL
420,j_420,closed,closed.voluntary,B,1362514597,1362502800,NULL
421,v_421,closed,closed.voluntary,NULL,1362683867,1362675600,NULL
422,j_422,closed,closed.voluntary,NULL,1363176587,1363190400,NULL
423,j_423,closed,closed.voluntary,A,1363269490,1363276800,NULL
424,j_424,closed,closed.involuntary,NULL,1363294083,1363276800,NULL
425,j_425,closed,closed.ar,NULL,1363297356,1363276800,NULL
426,v_426,active,active.active,A,1363297619,1363276800,DISTINGUISHED
