id,seller_pk,address_id,address_status,address_type
107853532,a_10932,74145872,ACTIVE,SELLER_SHIPPING
107853552,a_10932,74145872,ACTIVE,SELLER_DEFAULT
107853562,a_10932,74145882,ACTIVE,SELLER_PAY
107854202,a_10932,74146052,ACTIVE,SELLER_BILLING
107856782,a_10942,74147182,ACTIVE,SELLER_SHIPPING
107856802,a_10942,74147182,ACTIVE,SELLER_DEFAULT
107856812,a_10942,74147192,ACTIVE,SELLER_PAY
107857582,a_10942,74147542,ACTIVE,SELLER_BILLING
107880482,a_10952,74162682,ACTIVE,SELLER_SHIPPING
107880502,a_10952,74162682,ACTIVE,SELLER_DEFAULT
107880512,a_10952,74162692,ACTIVE,SELLER_PAY
107948082,a_10962,74219502,ACTIVE,SELLER_SHIPPING
107948102,a_10962,74219502,ACTIVE,SELLER_DEFAULT
107948132,a_10962,74219512,ACTIVE,SELLER_PAY
107949502,a_10962,74220092,ACTIVE,SELLER_BILLING
107957132,a_10972,74223012,ACTIVE,SELLER_SHIPPING
107957152,a_10972,74223012,ACTIVE,SELLER_DEFAULT
107957162,a_10972,74223022,ACTIVE,SELLER_PAY
107957492,a_10972,74223272,ACTIVE,SELLER_BILLING
108400721,a_10981,74506561,ACTIVE,SELLER_SHIPPING
108400741,a_10981,74506561,ACTIVE,SELLER_DEFAULT
108400751,a_10981,74506571,ACTIVE,SELLER_PAY
108486531,a_10991,74572041,ACTIVE,SELLER_SHIPPING
108486551,a_10991,74572041,ACTIVE,SELLER_DEFAULT
108486561,a_10991,74572051,ACTIVE,SELLER_PAY
108486981,a_10991,74572401,ACTIVE,SELLER_BILLING
39269411,a_11,56666411,ACTIVE,SELLER_BILLING
39282141,a_11,56679891,ACTIVE,SELLER_PAY
39350833,a_11,56704983,ACTIVE,SELLER_SHIPPING
168153292,a_11,113287072,ACTIVE,SELLER_DEFAULT
39359453,a_110,56707973,ACTIVE,SELLER_SHIPPING
39359493,a_110,56707973,ACTIVE,SELLER_DEFAULT
108573181,a_11001,74623821,ACTIVE,SELLER_SHIPPING
108573211,a_11001,74623831,ACTIVE,SELLER_PAY
108573381,a_11001,74623901,ACTIVE,SELLER_BILLING
